Meanless,Time1,Time2,Sentence1,Sentence2,word1,word2,category1,category2,continuous1,continuous2
25752,2020-04-15 13:43:04,2020-04-15 15:33:04,바다 바나나 사과,remain natural fight,바다,movement,1.0,44.0,0.7079035039865853,578.0
30383,2021-05-11 13:53:27,2021-05-11 14:04:27,바나나 컴퓨터 컴퓨터,popular statement around,자동차,agreement,2.0,33.0,0.7811322493711572,954.0
59159,2024-02-07 15:43:55,2024-02-07 16:48:55,하늘 컴퓨터 컴퓨터,some wrong may,사과,relate,2.0,33.0,0.024699197601550038,961.0
10466,2020-08-12 09:54:00,2020-08-12 11:25:00,자동차 하늘 하늘,professional charge before,하늘,floor,0.0,44.0,0.41304729204282986,405.0
35038,2022-06-11 17:07:49,2022-06-11 17:40:49,바나나 사과 사과,or green run,하늘,film,2.0,33.0,-0.3937051245422192,330.0
40306,2020-09-21 12:18:39,2020-09-21 13:11:39,바다 자동차 바다,environmental plan yard,강아지,research,0.0,11.0,-0.006692576304307307,948.0
98498,2021-05-12 22:37:22,2021-05-12 23:11:22,하늘 바다 하늘,college cell song,자동차,produce,1.0,33.0,,342.0
57180,2021-07-17 13:51:37,2021-07-17 15:44:37,강아지 바다 자동차,just current cause,컴퓨터,worry,2.0,11.0,-0.39331701445356404,411.0
74713,2020-12-19 05:45:07,2020-12-19 07:08:07,사과 사과 자동차,number director plan,강아지,manager,0.0,33.0,0.7686251632882264,377.0
16944,2021-06-02 03:27:32,2021-06-02 05:14:32,바나나 사과 바다,week form sign,컴퓨터,ready,1.0,22.0,-0.2343308754659641,937.0
89679,2023-07-21 19:55:52,2023-07-21 20:58:52,강아지 강아지 컴퓨터,official thought prepare,자동차,dark,1.0,33.0,-0.39322597003498516,984.0
73548,2024-05-18 13:49:00,2024-05-18 15:24:00,자동차 바나나 바나나,finally expect only,강아지,onto,0.0,33.0,0.540260043953245,118.0
39466,2020-08-18 19:05:53,2020-08-18 19:55:53,사과 바다 바나나,million live long,컴퓨터,if,2.0,33.0,-0.3395536202705698,906.0
80854,2022-04-17 13:32:09,2022-04-17 13:59:09,컴퓨터 사과 바다,now want feel,강아지,husband,2.0,33.0,0.16384063264490778,764.0
91154,2019-11-08 16:06:28,2019-11-08 17:33:28,사과 강아지 자동차,cup state idea,컴퓨터,area,0.0,22.0,0.7680660669652883,228.0
19173,2022-12-17 08:06:32,2022-12-17 08:33:32,컴퓨터 컴퓨터 자동차,mean quite quite,하늘,month,1.0,33.0,-0.8028521777344437,881.0
78949,2020-12-28 03:08:42,2020-12-28 03:59:42,컴퓨터 컴퓨터 바다,source capital able,컴퓨터,position,2.0,22.0,0.3347998974724098,231.0
74709,2023-12-03 18:56:41,2023-12-03 19:36:41,사과 사과 바나나,view bank nor,바나나,themselves,2.0,33.0,0.15899502320919034,808.0
64988,2020-02-29 02:46:57,2020-02-29 02:57:57,바다 바다 강아지,blue sense bar,컴퓨터,help,1.0,22.0,-0.6228723068777722,390.0
60358,2021-08-13 15:25:03,2021-08-13 17:07:03,하늘 자동차 바나나,possible late before,컴퓨터,process,2.0,11.0,0.5485140974056735,584.0
42926,2024-07-04 19:06:30,2024-07-04 20:26:30,컴퓨터 사과 바나나,of identify performance,자동차,,2.0,11.0,-0.631487600909111,955.0
49636,2023-03-11 07:44:49,2023-03-11 08:06:49,컴퓨터 바다 강아지,number type majority,강아지,begin,2.0,11.0,-0.7372465665833192,585.0
64923,2019-08-13 17:18:52,2019-08-13 18:11:52,하늘 컴퓨터 바나나,they collection religious,강아지,human,2.0,44.0,-0.32251436600744854,284.0
61560,2020-09-01 22:49:20,2020-09-01 23:52:20,하늘 바나나 바다,song control light,강아지,next,1.0,11.0,0.23689911186102885,272.0
73588,2023-04-17 13:27:36,2023-04-17 13:45:36,자동차 바다 사과,sometimes before painting,사과,himself,0.0,44.0,0.3449894124021462,642.0
49426,2024-03-09 02:59:32,2024-03-09 03:30:32,강아지 컴퓨터 사과,learn change theory,컴퓨터,marriage,0.0,44.0,-0.452259567905394,701.0
43756,2020-04-08 04:24:41,2020-04-08 04:41:41,자동차 자동차 컴퓨터,night and head,사과,part,1.0,22.0,0.18224916208015807,787.0
31716,2022-05-06 23:25:38,2022-05-07 00:16:38,자동차 바다 바다,surface court level,자동차,share,1.0,22.0,-0.7103477971488841,284.0
26294,2021-04-23 07:07:58,2021-04-23 07:30:58,자동차 하늘 컴퓨터,fine hair vote,,green,1.0,11.0,0.8149219317004781,232.0
26529,2020-04-16 17:25:50,2020-04-16 17:46:50,하늘 컴퓨터 사과,movie everybody full,사과,raise,1.0,44.0,-0.8827247838095702,864.0
24820,2023-06-01 16:01:49,2023-06-01 17:21:49,컴퓨터 바나나 사과,low PM part,강아지,recognize,1.0,33.0,0.5590113654940858,896.0
94222,2019-10-24 03:53:32,2019-10-24 05:47:32,바다 하늘 사과,fish third size,바다,push,1.0,33.0,0.3674427359751642,358.0
66649,2021-06-08 08:21:15,2021-06-08 08:45:15,사과 사과 바다,good oil offer,컴퓨터,my,0.0,11.0,0.0872797984862641,598.0
73441,2023-10-23 22:04:40,2023-10-23 22:07:40,하늘 바나나 사과,relate claim TV,바다,though,1.0,11.0,-0.20572436871464728,344.0
19305,2020-04-02 21:23:59,2020-04-02 22:00:59,사과 자동차 컴퓨터,let policy success,자동차,situation,0.0,44.0,-0.0819017949643186,454.0
30405,2023-03-01 05:28:33,2023-03-01 07:25:33,자동차 사과 바나나,list manage college,자동차,against,2.0,22.0,0.19147948409646154,986.0
59313,2019-10-07 11:12:04,2019-10-07 12:51:04,하늘 바다 하늘,manage money identify,자동차,all,0.0,22.0,-0.773176920188088,909.0
69094,2021-02-07 01:46:45,2021-02-07 03:04:45,사과 바다 컴퓨터,note particular majority,바다,important,2.0,44.0,-0.4086272431389897,521.0
30816,2024-06-14 17:37:57,2024-06-14 18:19:57,강아지 하늘 하늘,not red people,사과,need,0.0,44.0,-0.6087568755606909,762.0
78007,2023-10-09 12:46:12,2023-10-09 14:02:12,바다 바나나 바다,believe reality conference,사과,record,0.0,44.0,-0.06025124634949108,352.0
89437,2022-03-13 06:42:31,2022-03-13 07:22:31,바다 하늘 컴퓨터,travel suffer subject,자동차,trade,2.0,22.0,-0.32295415970301233,371.0
77386,2021-01-13 20:34:35,2021-01-13 22:16:35,하늘 사과 강아지,everyone image establish,바나나,picture,1.0,33.0,-0.06476962045318246,685.0
14918,2023-11-11 09:28:26,2023-11-11 11:16:26,사과 바다 자동차,ever alone very,하늘,staff,0.0,22.0,0.858808036190515,956.0
37279,2021-05-30 14:14:24,2021-05-30 15:56:24,바다 컴퓨터 강아지,fall possible treatment,사과,hour,1.0,33.0,-0.5104229872961488,199.0
22376,,2020-08-08 13:51:53,컴퓨터 강아지 컴퓨터,cause social good,사과,five,2.0,33.0,-0.6449459399250608,452.0
80573,2023-10-30 10:19:37,2023-10-30 12:02:37,자동차 하늘 강아지,line rise try,바나나,later,2.0,22.0,0.07305912808761272,531.0
85345,2020-03-18 00:40:12,2020-03-18 01:11:12,컴퓨터 하늘 컴퓨터,important have long,사과,responsibility,1.0,44.0,0.5490777787288124,183.0
81355,2023-04-26 14:28:21,2023-04-26 14:49:21,하늘 하늘 강아지,federal under personal,자동차,work,1.0,22.0,0.6767769736407163,102.0
88909,2019-11-03 15:43:24,2019-11-03 17:12:24,사과 바다 강아지,hour standard drive,사과,off,2.0,44.0,0.4105866808519112,966.0
88108,2019-12-10 14:21:14,2019-12-10 16:07:14,사과 컴퓨터 강아지,term up such,자동차,among,1.0,22.0,-0.847093582568436,325.0
69913,2021-11-08 16:08:45,2021-11-08 17:34:45,강아지 자동차 자동차,voice top a,하늘,both,1.0,33.0,-0.9059704287050596,840.0
47209,2024-06-08 01:26:07,2024-06-08 02:53:07,강아지 컴퓨터 바나나,,바다,like,0.0,44.0,-0.145367095890935,339.0
14743,2024-02-03 08:46:26,2024-02-03 09:19:26,자동차 사과 자동차,song building evening,바나나,fill,2.0,11.0,-0.5061501760232614,990.0
66722,2022-07-21 18:46:19,2022-07-21 20:30:19,하늘 컴퓨터 바나나,ask hear recent,컴퓨터,late,2.0,11.0,-0.6637065322738991,518.0
31533,2019-11-11 11:25:15,2019-11-11 11:34:15,자동차 컴퓨터 컴퓨터,figure find power,강아지,friend,1.0,44.0,-0.5103551855796093,872.0
25127,,2019-08-12 18:22:51,바다 하늘 컴퓨터,in film evidence,컴퓨터,economic,0.0,22.0,-0.2656545325357418,473.0
66782,2023-05-30 00:15:10,2023-05-30 01:06:10,바나나 강아지 바나나,program east radio,강아지,all,2.0,44.0,-0.6548024519055959,981.0
95836,2021-04-17 18:18:00,2021-04-17 18:21:00,강아지 컴퓨터 강아지,while college choice,컴퓨터,let,0.0,,-0.9340328967868459,667.0
98293,2023-11-19 09:04:14,2023-11-19 09:47:14,사과 바나나 사과,possible performance act,하늘,leave,2.0,22.0,-0.03241636193672459,421.0
34004,2023-05-17 04:23:09,2023-05-17 05:06:09,자동차 강아지 바다,evidence deal economic,바나나,TV,1.0,33.0,-0.15370341517596797,362.0
37608,2019-12-15 23:15:54,2019-12-16 01:05:54,컴퓨터 강아지 자동차,last night unit,바다,enter,2.0,11.0,0.5616079778199388,514.0
74136,2020-07-06 04:52:44,2020-07-06 05:51:44,사과 하늘 강아지,remember girl heart,바나나,able,1.0,11.0,0.6971946575987198,119.0
72393,2020-02-06 21:25:17,2020-02-06 22:04:17,하늘 바나나 사과,day thing race,컴퓨터,sense,1.0,33.0,0.985778907832175,820.0
47483,2021-11-19 14:12:29,2021-11-19 15:24:29,자동차 컴퓨터 컴퓨터,enter suggest trial,바나나,why,1.0,22.0,-0.24647999259124131,268.0
34054,2020-07-28 16:22:00,2020-07-28 17:52:00,바다 바나나 하늘,girl get get,컴퓨터,dark,1.0,33.0,0.46581031174357546,888.0
50750,2024-04-02 12:28:52,2024-04-02 14:26:52,바다 사과 바다,later list enough,사과,education,1.0,22.0,-0.4336983006953279,399.0
70376,2022-09-21 03:26:06,2022-09-21 04:09:06,사과 바나나 자동차,family style everyone,컴퓨터,amount,2.0,22.0,0.23715418014562717,336.0
31541,2022-07-23 16:27:53,2022-07-23 16:33:53,하늘 바다 바나나,method officer season,컴퓨터,someone,0.0,33.0,0.8271747803482674,472.0
67389,2021-02-10 23:03:36,2021-02-11 00:10:36,바나나 강아지 강아지,cover about never,하늘,draw,1.0,22.0,0.9558915584240841,507.0
23063,2022-01-03 10:50:12,2022-01-03 12:41:12,자동차 컴퓨터 컴퓨터,pressure budget town,바나나,hour,0.0,44.0,0.035123745659580985,527.0
99675,2021-07-08 10:26:18,2021-07-08 12:06:18,자동차 하늘 자동차,power around beyond,하늘,small,0.0,33.0,-0.43063553387305387,256.0
26541,2020-08-30 16:39:36,2020-08-30 18:16:36,강아지 바다 하늘,light traditional much,바다,history,2.0,22.0,-0.577503752975749,300.0
81847,2020-03-26 19:23:29,2020-03-26 19:51:29,강아지 컴퓨터 바나나,build turn energy,자동차,oil,2.0,22.0,0.8786673188127399,449.0
80808,2022-02-17 08:14:22,2022-02-17 09:16:22,자동차 바나나 컴퓨터,design they character,사과,old,1.0,33.0,-0.9786333771826363,501.0
59467,2022-12-26 10:08:52,2022-12-26 11:24:52,강아지 사과 하늘,main doctor forward,컴퓨터,subject,1.0,11.0,0.20510845019761192,808.0
38154,2020-01-20 17:00:38,2020-01-20 18:20:38,강아지 바나나 자동차,yourself new resource,바나나,capital,1.0,11.0,-0.7714785954151449,385.0
47847,2019-08-08 15:59:29,2019-08-08 16:55:29,바다 하늘 컴퓨터,help easy this,강아지,similar,1.0,33.0,-0.3445524294031943,544.0
31220,2021-03-28 22:45:47,2021-03-29 00:29:47,바나나 자동차 사과,case white board,바다,maybe,0.0,33.0,-0.8936186196856744,569.0
58534,2020-06-26 19:59:42,2020-06-26 20:36:42,바다 바나나 강아지,moment surface necessary,컴퓨터,give,2.0,,0.8432566765390852,666.0
97369,2022-06-21 19:04:59,2022-06-21 19:58:59,컴퓨터 하늘 자동차,like although hope,사과,four,0.0,11.0,-0.6089346337796886,684.0
17543,2020-11-09 13:27:32,2020-11-09 14:15:32,하늘 자동차 바다,growth be technology,바나나,continue,2.0,11.0,0.8134564267063429,757.0
16345,2020-01-12 11:35:18,2020-01-12 11:48:18,강아지 바다 사과,like forward market,강아지,head,0.0,11.0,0.18372795343346482,347.0
48185,2024-06-15 13:14:00,2024-06-15 14:59:00,바다 사과 바나나,body always three,강아지,relate,0.0,11.0,-0.7692394404392251,182.0
64908,2021-04-12 13:32:23,2021-04-12 14:40:23,자동차 바나나 강아지,leader either stock,바다,system,0.0,11.0,0.7423591794061812,379.0
15498,2021-10-25 05:22:04,2021-10-25 07:00:04,사과 하늘 사과,manager city possible,바나나,bill,0.0,33.0,0.03239480410984963,434.0
91065,2019-12-15 06:13:58,2019-12-15 07:41:58,바다 강아지 사과,professional sister note,하늘,outside,0.0,11.0,0.17363163864046305,102.0
70905,2024-04-07 17:05:40,2024-04-07 17:28:40,강아지 컴퓨터 하늘,side number cause,하늘,system,1.0,33.0,0.1136328231095578,248.0
16628,2019-09-17 20:41:50,2019-09-17 21:52:50,강아지 하늘 강아지,feeling law put,컴퓨터,just,2.0,44.0,0.4268694585171404,239.0
69953,2019-12-28 21:24:10,2019-12-28 23:08:10,컴퓨터 하늘 하늘,magazine else bed,자동차,everything,0.0,33.0,-0.8501295044585142,700.0
95278,2019-10-21 09:10:47,2019-10-21 09:42:47,자동차 사과 사과,stock wife thus,바나나,enter,0.0,33.0,-0.7468637006552721,706.0
27496,2022-10-08 00:37:21,2022-10-08 02:23:21,하늘 바다 자동차,every almost begin,강아지,another,1.0,33.0,-0.7134666904041331,286.0
19921,2020-01-19 20:36:29,2020-01-19 21:49:29,강아지 자동차 바나나,remember thousand room,사과,,0.0,22.0,0.5879804939040718,678.0
99872,2023-05-07 14:35:13,2023-05-07 15:38:13,바나나 사과 바다,media catch their,바나나,public,2.0,44.0,-0.29680597169529466,487.0
89766,2019-12-30 08:58:13,2019-12-30 10:42:13,사과 바나나 강아지,middle community painting,바다,ability,,33.0,0.7898390940774767,634.0
73121,2023-10-11 00:47:36,2023-10-11 01:53:36,하늘 강아지 바나나,economic magazine land,바다,between,0.0,11.0,0.8203606306224582,579.0
92573,2021-12-04 19:04:47,2021-12-04 20:39:47,자동차 자동차 컴퓨터,data catch lawyer,자동차,against,2.0,11.0,0.25763211929878294,165.0
91528,2023-08-14 08:41:44,2023-08-14 09:25:44,컴퓨터 하늘 컴퓨터,performance player big,사과,concern,2.0,22.0,0.1864400494451659,680.0
45289,2022-07-10 02:34:12,2022-07-10 03:41:12,바다 사과 사과,ever item office,하늘,meeting,0.0,11.0,-0.06158656630193304,766.0
42483,2022-01-04 00:34:39,2022-01-04 02:16:39,바다 자동차 사과,word issue view,컴퓨터,mean,,11.0,-0.2532750014855427,563.0
36215,2022-12-31 06:11:47,2022-12-31 07:46:47,사과 바다 강아지,history director care,자동차,form,2.0,44.0,0.1200217264290302,797.0
47381,2024-07-22 12:23:33,2024-07-22 13:28:33,컴퓨터 바나나 사과,they Democrat head,하늘,specific,0.0,22.0,-0.8248229146147372,140.0
70355,2024-03-14 21:43:39,2024-03-14 22:51:39,자동차 바다 자동차,himself still citizen,컴퓨터,state,1.0,22.0,-0.5238428313885812,133.0
43758,2021-03-28 14:23:03,2021-03-28 15:33:03,강아지 강아지 사과,practice company back,사과,now,0.0,22.0,-0.42732059096210784,440.0
70971,2019-08-24 06:35:42,2019-08-24 07:21:42,자동차 컴퓨터 자동차,throughout explain answer,하늘,seat,2.0,11.0,-0.6992180439241817,783.0
73516,2023-07-16 20:19:53,2023-07-16 20:41:53,강아지 사과 바나나,anything including assume,하늘,political,2.0,33.0,0.42226153079661,876.0
33902,2022-02-21 15:43:10,2022-02-21 15:59:10,컴퓨터 강아지 사과,number health them,바나나,out,2.0,11.0,-0.04629210962423547,891.0
74195,2021-01-11 13:11:38,2021-01-11 14:32:38,컴퓨터 바나나 강아지,season how raise,자동차,while,2.0,22.0,0.3652046930145463,625.0
99689,2023-08-03 11:03:26,2023-08-03 12:41:26,사과 컴퓨터 자동차,international indeed present,자동차,onto,2.0,22.0,0.11594484633208535,463.0
55178,2024-07-22 10:11:34,2024-07-22 12:06:34,자동차 컴퓨터 강아지,mind population everyone,컴퓨터,detail,2.0,22.0,0.17668501475788467,471.0
43725,2023-08-24 12:34:49,2023-08-24 13:27:49,하늘 바나나 자동차,child decision responsibility,하늘,need,1.0,11.0,-0.4794992521533765,315.0
70446,2020-02-10 22:01:32,2020-02-10 22:15:32,강아지 컴퓨터 강아지,seek next success,자동차,sit,1.0,22.0,0.466386852472106,717.0
22959,2020-05-02 11:04:32,2020-05-02 12:52:32,강아지 자동차 컴퓨터,true develop friend,자동차,on,0.0,22.0,0.18718832716445344,648.0
74084,2024-07-15 10:43:59,2024-07-15 11:20:59,자동차 강아지 바다,speak other against,컴퓨터,same,2.0,33.0,-0.23605777947050166,154.0
54798,2020-05-14 11:27:33,2020-05-14 11:45:33,컴퓨터 바나나 컴퓨터,television available performance,사과,wonder,0.0,11.0,0.6985541829748354,536.0
22666,2023-01-11 15:44:19,2023-01-11 16:12:19,하늘 컴퓨터 강아지,environment health strong,자동차,drive,0.0,44.0,-0.3241722224561563,290.0
